00000000001TTRTDP4231101KTSG100501900120000000001          KR103501GF9700000000001000002.79800000009941.0000010000004020251110125901582101            3000100000000009941.00000002.79800030     004000      00801001711515324F5AAE501E1 0501012P-00000000000010000000000011501012   G1KR103501GF97XX0001220251111000000000001                                                                                   
00000000002TTRTDP4231101KTSG100501900120000000002          KR103501GF9700000000007000002.80400000009940.0000050000004020251110131519692201            3000500000000009940.00000002.80400030     004000      00801001711515324F5AAE501E1 0501012P-00000000000020000000000011501012   G1KR103501GF97XX0001220251111000000000002                                                                                   
00000000003TTRTDP4231101KTSG100501900120000000003          KR103501GF9700000000008000002.78700000009943.00000100000040202511101316371972              3000100000000009943.00000002.78700030     004000      00801001711515324F5AAE501E1 0501012P-00000000000040000000000011501012   G1KR103501GF97XX0001220251111000000000002                                                                                   
00000000004TTRTDP4231101KTSG1005019001200000000060000000005KR103501GF9700000000028000002.58000000009979.50000100000040202511101406316511              1000100000000009979.50000002.58000030     16400000000000801001711515324F5AAE501E100501012P-00000000000070000000006021501012   G1KR103501GF97XX0001220251111000000000022                                                                                   
00000000005TTRTDP4231101KTSG100501900120000000007          KR103501GF9700000000028000002.58000000009979.50000100000040202511101406316512              3000100000000009980.00000002.58000030     004000      00801001711515324F5AAE501E1 0501012P-00000000000080000000000011501012   G1KR103501GF97XX0001220251111000000000002                                                                                   
00000000006TTRTDP4231101KTSG100501900120000000008          KR103501GF9700000000029000002.57700000009980.00000100000040202511101406390832              3000100000000009980.00000002.57700030     004000      00801001711515324F5AAE501E1 0501012P-00000000000090000000000011501012   G1KR103501GF97XX0001220251111000000000002                                                                                   
00000000007TTRTDP4231101KTSG100501900120000000015          KR103501GF6300000000001000002.83400000009950.0000020000004020251110144903434101            3000300000000009949.50000002.83400030     004000      00801001711515324F5AAE501E1 0501012P-00000000000160000000000011501012   G1KR103501GF63XX0001220251111000000000001                                                                                   
00000000008TTRTDP4231101KTSG100501900120000000015          KR103501GF6300000000002000002.83600000009949.5000010000004020251110144903434101            3000300000000009949.50000002.83600030     004000      00801001711515324F5AAE501E1 0501012P-00000000000160000000000011501012   G1KR103501GF63XX0001220251111000000000001                                                                                   
00000000009TTRTDP4231101KTSG100501900120000000027          KR103503GF9500000000001000002.87100000009876.0000010000004020251110150446308101            3000100000000009876.00000002.87100030     004000      00801001711515324F5AAE501E1 0501012P-00000000000280000000000011501012   G1KR103503GF95XX0001220251111000000000002                                                                                   
00000000010TTRTDP4231101KTSG100501900120000000024          KR103501GF6300000000004000002.82800000009951.5000010000004020251110151258599201            3000100000000009951.50000002.82800030     004000      00801001711515324F5AAE501E1 0501012P-00000000000250000000000011501012   G1KR103501GF63XX0001220251111000000000001                                                                                   
00000000011TCHEDP9900001010000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020251110163500539                                                                                                                                                                                                                                                       
