00000000001TTRMIP3130101KTSS1AB111300000000031BS40                           00                                                                                                                         
00000000002TTRMIP3130101KTSG1AB112000000000031BS40                           00                                                                                                                         
00000000003TTRMIP3130101KTSR1AB112000000000031BS40                           00                                                                                                                         
00000000004TTRMIP3130101KTSWSAB112000000000031BS40                           00                                                                                                                         
00000000005TTRMIP3130101KTSALEI815400000000000SH90KR103502GF62           B90100                                                                                                                         
00000000006TTRMIP3130101KTSALEI915500000000000SR40KR103502GF62           B90100                                                                                                                         
00000000007TTRMIP3130101KTSALAH816100300000031                               00                                                                                                                         
00000000008TTRMIP3130101KTSALAE816130000000031SH90                           00                                                                                                                         
00000000009TTRMIP3130101KTSALBE916230000000004SR40                           00                                                                                                                         
00000000010TTRMIP3130101KTSALAH916351500000031                               00                                                                                                                         
00000000011TTRMIP3130101KTSALAH817155500000031                               00                                                                                                                         
00000000012TTRMIP3130101KTSALAE817181000000031SH90                           00                                                                                                                         
00000000013TTRMIP3130101KTSALBE917184600000004SR40                           00                                                                                                                         
00000000014TTRMIP3130101KTSALAH917300300000031                               00                                                                                                                         
00000000015TTRMIP3230301711**          17335900000012**   00015                                                                                                                                         
00000000016TTRMIP3230301712**          17374800000012**   00015                                                                                                                                         
00000000017TTRMIP3130101KTSR1AB217390000000031BE99                           00                                                                                                                         
00000000018TTRMIP3130101KTSG1AB217390000000031BE99                           00                                                                                                                         
00000000019TTRMIP3130101KTSS1AB218090000000031BE99                           00                                                                                                                         
00000000020TTRMIP3130101KTSWSAB218090000000031BE99                           00                                                                                                                         
