00000000001TTRTDP4231101KTSG100501900120000000001          KR103501GF9700000000001000002.83900000009938.50000100000040202511141201228131              1000100000000009938.50000002.83900030     16400000000000801001711515324F5AAE501E100501012P-00000000000010000000000011501012   G1KR103501GF97XX0001220251117000000000022                                                                                   
00000000002TTRTDP4231101KTSG100501900120000000003          KR103501GF9700000000002000002.82400000009941.0000010000004020251114120248998201            3000100000000009941.00000002.82400030     004000      00801001711515324F5AAE501E1 0501012P-00000000000030000000000011501012   G1KR103501GF97XX0001220251117000000000001                                                                                   
00000000003TTRTDP4231101KTSG100501900120000000001          KR103501GF9700000000003000002.85000000009936.50000100000040202511141251280892              1000100000000009936.50000002.85000030     16400000000000801001711515324F5AAE501E100501012P-00000000000010000000000011501012   G1KR103501GF97XX0001220251117000000000021                                                                                   
00000000004TTRTDP4231101KTSG100501900120000000004          KR103501GF9700000000004000002.82400000009941.00000100000040202511141304254082              3000100000000009941.00000002.82400030     004000      00801001711515324F5AAE501E1 0501012P-00000000000040000000000011501012   G1KR103501GF97XX0001220251117000000000001                                                                                   
00000000005TTRTDP4231101KTSG100501900120000000005          KR103501GF9700000000005000002.81300000009943.0000010000004020251114130440175201            3000100000000009943.00000002.81300030     004000      00801001711515324F5AAE501E1 0501012P-00000000000050000000000011501012   G1KR103501GF97XX0001220251117000000000002                                                                                   
00000000006TTRTDP4231101KTSG100501900120000000006          KR103501GF9700000000006000002.83000000009940.00000100000040202511141305548671              1000100000000009940.00000002.83000030     16400000000000801001711515324F5AAE501E100501012P-00000000000060000000000011501012   G1KR103501GF97XX0001220251117000000000022                                                                                   
00000000007TTRTDP4231101KTSG1005019001200000000150000000014KR103501GF9700000000007000002.83000000009940.00000100000040202511141314104581              1000100000000009940.00000002.83000030     16400000000000801001711515324F5AAE501E100501012P-00000000000170000000016021501012   G1KR103501GF97XX0001220251117000000000022                                                                                   
00000000008TTRTDP4231101KTSG100501900120000000002          KR103501GF6300000000001000002.94000000009929.00000100000040202511141315349881              1000100000000009929.00000002.94000030     16400000000000801001711515324F5AAE501E100501012P-00000000000020000000000011501012   G1KR103501GF63XX0001220251117000000000022                                                                                   
00000000009TTRTDP4231101KTSG1005019001200000000070000000006KR103501GF9700000000009000002.82700000009940.50000200000040202511141322083281              1000200000000009940.50000002.82700030       400000000000801001711515324F5AAE501E100501012P-00000000000070000000006021501012   G1KR103501GF97XX0001220251117000000000022                                                                                   
00000000010TTRTDP4231101KTSG100501900120000000019          KR103503GE6200000000010000000.83400000009963.00000100000040202511141402490352              3000100000000009963.00000000.83400030     004000      00801001711515324F5AAE501E1 0501012P-00000000000230000000000011501012   G1KR103503GE62XX0001220251117000000000002                                                                                   
00000000011TTRTDP4231101KTSG100501900120000000020          KR103503GE6200000000011000000.83300000009964.0000010000004020251114140317152201            3000300000000009965.00000000.83300030     004000      00801001711515324F5AAE501E1 0501012P-00000000000240000000000011501012   G1KR103503GE62XX0001220251117000000000002                                                                                   
00000000012TTRTDP4231101KTSG100501900120000000020          KR103503GE6200000000012000000.83200000009965.0000010000004020251114140317152201            3000300000000009965.00000000.83200030     004000      00801001711515324F5AAE501E1 0501012P-00000000000240000000000011501012   G1KR103503GE62XX0001220251117000000000002                                                                                   
00000000013TTRTDP4231101KTSG100501900120000000020          KR103503GE6200000000013000000.83200000009965.00000100000040202511141403171522              3000300000000009965.00000000.83200030     004000      00801001711515324F5AAE501E1 0501012P-00000000000240000000000011501012   G1KR103503GE62XX0001220251117000000000002                                                                                   
00000000014TTRTDP4231101KTSG100501900120000000021          KR103503GE6200000000014000000.83200000009965.0000010000004020251114140332754101            3000300000000009965.00000000.83200030     004000      00801001711515324F5AAE501E1 0501012P-00000000000250000000000011501012   G1KR103503GE62XX0001220251117000000000001                                                                                   
00000000015TTRTDP4231101KTSG100501900120000000021          KR103503GE6200000000015000000.83200000009965.0000010000004020251114150027906101            3000300000000009965.00000000.83200030     004000      00801001711515324F5AAE501E1 0501012P-00000000000250000000000011501012   G1KR103503GE62XX0001220251117000000000002                                                                                   
00000000016TTRTDP4231101KTSG100501900120000000021          KR103503GE6200000000016000000.83200000009965.0000010000004020251114150028401101            3000300000000009965.00000000.83200030     004000      00801001711515324F5AAE501E1 0501012P-00000000000250000000000011501012   G1KR103503GE62XX0001220251117000000000002                                                                                   
00000000017TTRTDP4231101KTSG100501900120000000042          KR103501GF6300000000094000002.65400000009998.5000010000004020251114154001055201            3000100000000009998.50000002.65400030     004000      00801001711515324F5AAE501E1 0501012P-00000000000520000000000011501012   G1KR103501GF63XX0001220251117000000000001                                                                                   
00000000018TCHEDP9900001010000000001800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020251114163500790                                                                                                                                                                                                                                                       
