00000000001TTRMIP3130101KTSG1AB110300000000031BS40                           00                                                                                                                         
00000000002TTRMIP3130101KTSR1AB110300000000031BS40                           00                                                                                                                         
00000000003TTRMIP3130101KTSS1AB110300000000031BS40                           00                                                                                                                         
00000000004TTRMIP3130101KTSWSAB110300000000031BS40                           00                                                                                                                         
00000000005TTRMIP3130101KTSALEI811434400000000SH90KR102701GF14           B10100                                                                                                                         
00000000006TTRMIP3130101KTSALEI811444500000000SH90KR10350172C8           B10100                                                                                                                         
00000000007TTRMIP3130101KTSALEI811452800000000SH90KR103503G865           B10100                                                                                                                         
00000000008TTRMIP3130101KTSALEI811455800000000SH90KR310105AF94           B10100                                                                                                                         
00000000009TTRMIP3130101KTSALEI811462800000000SH90KR352601GE82           B10100                                                                                                                         
00000000010TTRMIP3130101KTSALEI811465100000000SH90KRC0350C29C4           B10100                                                                                                                         
00000000011TTRMIP3130101KTSALEI811472600000000SH90KRC0355P2637           B10100                                                                                                                         
00000000012TTRMIP3230301711**          14201000000012**   00010                                                                                                                                         
00000000013TTRMIP3230301712**          14460700000012**   00010                                                                                                                                         
00000000014TTRMIP3130101KTSR1AB216000000000031BE99                           00                                                                                                                         
00000000015TTRMIP3130101KTSG1AB216000000000031BE99                           00                                                                                                                         
00000000016TTRMIP3130101KTSALEI916000000000000SR40KR102701GF14           B10100                                                                                                                         
00000000017TTRMIP3130101KTSALEI916000000000000SR40KR10350172C8           B10100                                                                                                                         
00000000018TTRMIP3130101KTSALEI916000000000000SR40KR103503G865           B10100                                                                                                                         
00000000019TTRMIP3130101KTSALEI916000000000000SR40KR310105AF94           B10100                                                                                                                         
00000000020TTRMIP3130101KTSALEI916000000000000SR40KR352601GE82           B10100                                                                                                                         
00000000021TTRMIP3130101KTSALEI916000000000000SR40KRC0350C29C4           B10100                                                                                                                         
00000000022TTRMIP3130101KTSALEI916000000000000SR40KRC0355P2637           B10100                                                                                                                         
00000000023TTRMIP3130101KTSS1AB216300000000031BE99                           00                                                                                                                         
00000000024TTRMIP3130101KTSWSAB216300000000031BE99                           00                                                                                                                         
00000000025TCHEDP9900101010000000002500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020251218163500245                                               
