00000000001TTRTDP4231101KTSG100501900120000000001          KR103502GF6200000000001000003.41100000009367.0000010000004020251209131616396201            1000100000000009367.00000003.41100030     16400000000000801001711515324F5AAE501E100501012P-00000000000010000000000011501012   G1KR103502GF62XX0001220251211000000000021                                                                                   
00000000002TTRTDP4231101KTSG100501900120000000002          KR103502GF6200000000002000003.41300000009366.0000010000004020251209134002876201            1000100000000009366.00000003.41300030     16400000000000801001711515324F5AAE501E100501012P-00000000000020000000000011501012   G1KR103502GF62XX0001220251211000000000021                                                                                   
00000000003TTRTDP4231101KTSG100501900120000000003          KR103502GF6200000000003000003.41300000009366.0000030000004020251209134052620201            1000300000000009366.00000003.41300030     16400000000000801001711515324F5AAE501E100501012P-00000000000030000000000011501012   G1KR103502GF62XX0001220251211000000000021                                                                                   
00000000004TTRTDP4231101KTSG100501900120000000004          KR103502GF6200000000004000003.41400000009365.0000020000004020251209134052620201            1000500000000009365.00000003.41400030     16400000000000801001711515324F5AAE501E100501012P-00000000000040000000000011501012   G1KR103502GF62XX0001220251211000000000021                                                                                   
00000000005TTRTDP4231101KTSG100501900120000000004          KR103502GF6200000000005000003.41400000009365.0000030000004020251209134124135201            1000500000000009365.00000003.41400030     16400000000000801001711515324F5AAE501E100501012P-00000000000040000000000011501012   G1KR103502GF62XX0001220251211000000000021                                                                                   
00000000006TTRTDP4231101KTSG100501900120000000001          KR103502GF6200000000006000003.40200000009374.00000100000040202512091452492561              1000100000000009374.00000003.40200030     16400000000000801001711515324F5AAE501E100501012P-00000000000010000000000011501012   G1KR103502GF62XX0001220251211000000000022                                                                                   
00000000007TCHEDP9900001010000000000700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020251209163500945                                                                                                                                                                                                                                                       
